0.9869177489	problem solving
0.9828177489	context free
0.9822677489	natural language
0.9660606061	linear programming
0.9499344156	artificial intelligence
0.9424606061	programming languages
0.9407677489	data base
0.9215844156	general purpose
0.9152621934	programming language
0.8728788600	high level
0.8131717172	data structure
0.6948887035	production
0.6936700980	computational
0.6925315633	university
0.6906944106	general
0.6885511254	language
0.6878407420	design
0.6840625387	sequence
0.6831488788	control
0.6829684001	dynamic
0.6812001782	recognition
0.6805617362	programming
0.6805589996	linear
0.6802832654	automatic
0.6796809920	access
0.6796312962	model
0.6785328971	optimal
0.6780253129	single
0.6780132266	basic
0.6775447263	database
0.6775021963	description
0.6763589398	tree
0.6757083260	interactive
0.6756522057	family
0.6754339274	minimum
0.6748991883	software
0.6747669426	program
0.6747499470	logic
0.6742844597	relational
0.6738658917	decision
0.6737558533	simulation
0.6734434074	evaluation
0.6733892750	engineering
0.6731196089	simple
0.6730893044	variety
0.6712721325	mathematical
0.6709185020	group
0.6703686521	national
0.6700432195	version
0.6700346672	paper
0.6695522036	development
0.6687076715	applications
0.6685326127	user
0.6684919707	high
0.6675050203	integer
0.6674477950	performance
0.6671534280	intelligence
0.6662209340	algorithms
0.6660625982	library
0.6660021761	complexity
0.6659228884	distributed
0.6658669343	dimensional
0.6657860288	processing
0.6645044651	theory
0.6638052698	knowledge
0.6637512302	feature
0.6632495488	binary
0.6624961283	english
0.6617420658	machine
0.6617224659	markov
0.6612573277	data
0.6606097606	modular
0.6605848674	problem
0.6600061189	covariance
0.6597131911	digital
0.6595459381	science
0.6594169672	structured
0.6591014840	laboratory
0.6590050505	paper describes
0.6588307213	finite
0.6586336184	retrieval
0.6574625695	pattern
0.6567983706	research
0.6564212551	algorithm
0.6562352603	stochastic
0.6555949395	sequential
0.6551989938	semantic
0.6550321102	line
0.6548623831	analysis
0.6543576351	optimization
0.6534195434	existence
0.6534099680	state
0.6530152416	numerical
0.6523937111	structures
0.6520170265	fast
0.6499731924	sets
0.6498026451	stability
0.6497773582	cost
0.6496506149	information
0.6492960793	size
0.6489343259	game
0.6478195016	ai
0.6470523460	computing
0.6469968489	systems
0.6455585915	solving
0.6454004440	integrated
0.6449248153	function
0.6444742921	filter
0.6440858759	detection
0.6434355065	concept
0.6434243800	output
0.6433685250	definition
0.6429584700	convex
0.6429057808	order
0.6423740988	economic
0.6419802934	power
0.6399346546	weight
0.6397789609	variable
0.6397374875	resulting
0.6396271301	graph
0.6395111903	based
0.6391631142	compared
0.6389634999	main
0.6386095877	results
0.6383594593	random
0.6380048351	section
0.6373577032	working
0.6369376949	answering
0.6368152823	human
0.6355176632	parallel
0.6337880315	formal
0.6322390881	understanding
0.6322280833	symbolic
0.6316879364	number
